line,schedule,map,en-update,en-reason,es-update,es-reason,hy-update,hy-reason,zh-tw-update,zh-tw-reason,ko-update,ko-reason,ja-update,ja-reason,ru-update,ru-reason,vi-update,vi-reason
102,102_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Service will extend to LAX/Metro Transit Center when this station opens (date to be announced). Discontinued last round trip at night due to very low ridership.",For improved reliability better reflecting actual travel times. Savings reallocated to other improvements. For continued access to LAX and C and K rail lines.,"Horarios ajustados de los días laborables, sábados y domingos. El servicio se extenderá a LAX/Metro Transit Center cuando se abra esta estación (fecha por anunciar). Se suspendió el último viaje de ida y vuelta por la noche debido a la baja cantidad de pasajeros.",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras. Para acceso continuo a LAX y líneas ferroviarias C y K.,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները Ծառայությունը կտարածվի դեպի LAX/Metro Transit Center, երբ այս կայարանը բացվի (ամսաթիվը կհայտարարվի)։ Գիշերային ժամերին վերջին շրջանաձև ուղևորությունը դադարեցվել է շատ ցածր ուղևորների թվի պատճառով։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները Խնայողությունները վերաբաշխված են այլ բարելավումների համար։ LAX և C և K երկաթուղային գծերի շարունակական մուտքի համար։,"已調整工作日、週六和週日時間表。洛杉磯國際機場 (Los Angeles International Airport, LAX) /Metro Transit Center車站啟用時，服務將延伸至該站（日期待公告）。由於乘客人數過少，夜間的最後一班車已停止運行。",以提高可靠性，更有效反映實際行程時間。節省的資金重新分配給其他改進。以繼續通往LAX以及C和K軌道路線。,"평일, 토요일, 일요일 일정이 조정되었습니다. 이 역이 개통되면 LAX/Metro Transit Center까지 서비스가 확장됩니다(날짜는 추후 발표). 승객 수가 매우 적어 야간의 마지막 왕복 운행이 중단되었습니다.","실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 절감액을 다른 개선 사항에 재배치했습니다. LAX, C Line, K Line은 계속 이용하실 수 있습니다.",平日土日スケジュールを調整しました。この駅がオープンすると、サービスはLAX/Metro Transit Centerまで延長されます (日付未定)。乗客数が非常に少ないため、夜間の最終往復は廃止されました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。節約時間は他の改善に再配分されました。LAX、C路線、K路線への継続的なアクセスのため。,"Уточненное расписание на субботу, воскресенье и будние дни. Движение будет продлено до LAX/Metro Transit Center после его открытия (дата будет объявлена дополнительно). С учетом низкого пассажиропотока был отменен последний вечерний рейс туда и обратно.",Для повышения надежности и более точного отражения фактического времени в пути. Сэкономленные средства были использованы на другие улучшения. Для постоянного доступа к LAX и железнодорожным линиям C и K.,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Dịch vụ sẽ mở rộng đến LAX/Metro Transit Center khi nhà ga này mở cửa (ngày mở cửa sẽ được thông báo sau). Chuyến đi khứ hồi cuối cùng vào ban đêm bị ngừng hoạt động do lượng hành khách rất thấp.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác. Để tiếp tục sử dụng tuyến đường sắt LAX và C và K.
105,105_TT_12-15-24.pdf,,Adjusted Weekday schedule. Added trip weekdays.,For improved reliability better reflecting actual travel times. Added trip to accomodate more riders.,Horario ajustado de los días laborables. Se agregó un viaje entre semana.,Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales. Viaje agregado para acomodar a más pasajeros.,Ճշգրտվել է աշխատանքային օրերի գրաֆիկը։ Ավելացվել է ուղևորություն աշխատանքային օրերին։,Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները Ավելացվել է ուղևորություն՝ ավելի շատ ուղևորներ տեղավորելու համար։,已調整工作日時間表。已新增工作日行程。,以提高可靠性，更有效反映實際行程時間。已新增行程以容納更多乘客。,평일 일정이 조정되었습니다. 평일 운행이 추가되었습니다.,실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 더 많은 승객을 수용하기 위해 운행이 추가되었습니다.,平日スケジュールを調整しました。平日の運行を追加しました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。より多くの利用者に対応するため、運行を追加しました。,Уточненное расписание на будние дни. Добавлен рейс в будние дни.,"Для повышения надежности и более точного отражения фактического времени в пути. Добавлен рейс, чтобы обеспечить перевозку большего количества пассажиров.",Đã điều chỉnh lịch trình Các Ngày Trong Tuần. Đã tăng thêm chuyến đi vào các ngày trong tuần.,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Đã tăng thêm chuyến đi để phục vụ nhiều hành khách hơn.
106,106_TT_12-15-24.pdf,,Discontinued first AM trip northbound due to low ridership.,Savings reallocated to other improvements.,Se suspendió el primer viaje de la mañana en dirección norte debido a la baja cantidad de pasajeros.,Ahorros reasignados a otras mejoras.,Դադարեցվել է առաջին AM ուղևորությունը դեպի հյուսիս՝ ուղևորների ցածր թվի պատճառով։,Խնայողությունները վերաբաշխված են այլ բարելավումների համար։,因為搭乘人數過少，取消首班北行早班車。,節省的資金重新分配給其他改進。,승객 수가 적어 북쪽으로 향하는 첫 번째 오전 운행이 중단되었습니다.,절감액을 다른 개선 사항에 재배치했습니다.,乗客数が少ないため、午前中の北行き始発は廃止されました。,節約時間は他の改善に再配分されました。,С учетом низкого пассажиропотока был отменен первый утренний рейс в северном направлении.,Сэкономленные средства были использованы на другие улучшения.,Đã hủy bỏ chuyến đi đầu tiên vào buổi sáng về phía Bắc do lượng hành khách thấp.,Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
108,108_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Added trip weekdays.",For improved reliability better reflecting actual travel times. Added trip to accomodate more riders.,"Horarios ajustados de los días laborables, sábados y domingos. Se agregó un viaje entre semana. ",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales. Viaje agregado para acomodar a más pasajeros.,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները Ավելացվել է ուղևորություն աշխատանքային օրերին։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները Ավելացվել է ուղևորություն՝ ավելի շատ ուղևորներ տեղավորելու համար։,已調整工作日、週六和週日時間表。已新增工作日行程。,以提高可靠性，更有效反映實際行程時間。已新增行程以容納更多乘客。,"평일, 토요일, 일요일 일정이 조정되었습니다. 평일 운행이 추가되었습니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 더 많은 승객을 수용하기 위해 운행이 추가되었습니다.,平日土日スケジュールを調整しました。平日の運行を追加しました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。より多くの利用者に対応するため、運行を追加しました。,"Уточненное расписание на субботу, воскресенье и будние дни. Добавлен рейс в будние дни.","Для повышения надежности и более точного отражения фактического времени в пути. Добавлен рейс, чтобы обеспечить перевозку большего количества пассажиров.","Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Đã tăng thêm chuyến đi vào các ngày trong tuần.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Đã tăng thêm chuyến vào các ngày trong tuần để phục vụ nhiều hành khách hơn.
110,110_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horarios ajustados de los días laborables, sábados y domingos",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
111,111_TT_12-15-24.pdf,,Service will end at new LAX/Metro Transit Center when that station opens (date to be announced).,For continued access to LAX and C and K rail lines.,El servicio finalizará en el nuevo LAX/Metro Transit Center cuando se abra esa estación (fecha por anunciar).,Para acceso continuo a LAX y líneas ferroviarias C y K.,"Ծառայությունը կավարտվի նոր LAX/Metro Transit Center-ում, երբ այդ կայարանը բացվի (ամսաթիվը կհայտարարվի)։",LAX և C և K երկաթուղային գծերի շարունակական մուտքի համար:,當新LAX/Metro Transit Center車站啟用時（日期待公告），服務將在該站結束。,以繼續通往LAX以及C和K軌道路線。,새로운 LAX/Metro Transit Center가 개통되면 서비스가 종료됩니다(날짜는 추후 발표).,"LAX, C Line, K Line은 계속 이용하실 수 있습니다.",駅がオープンすると、サービス範囲は新しいLAX/Metro Transit Centerまでになります (日付未定)。,LAX、C路線、K路線への継続的なアクセスのため。,Движение будет продлено до LAX/Metro Transit Center после его открытия (дата будет объявлена дополнительно).,Для постоянного доступа к LAX и железнодорожным линиям C и K.,Dịch vụ sẽ kết thúc tại LAX/Metro Transit Center mới khi nhà ga đó mở cửa (ngày mở cửa sẽ được thông báo sau).,Để tiếp tục sử dụng tuyến đường sắt LAX và C và K.
117,117_TT_12-15-24.pdf,,This Line will relocate the western terminus from LAX City Bus Center to LAX/Metro Transit Center when this station opens (date to be announced) with a new routing via Airport Bl.,For improved access to the LAX area and new C and K rail lines.,Esta línea reubicará la terminal occidental del LAX City Bus Center al LAX/Metro Transit Center cuando se abra esta estación (fecha por anunciar) con una nueva ruta a través de Airport Bl.,Para mejor acceso al área de LAX y nuevas líneas ferroviarias C y K.,"Այս գիծը կտեղափոխի արևմտյան վերջնակետը LAX City Bus Center-ից դեպի LAX/Metro Transit Center, երբ այս կայարանը բացվի (ամսաթիվը կհայտարարվի) նոր երթուղիով, որն անցնում է Airport Bl-ով:",LAX տարածք և նոր C և K երկաթուղային գծերի բարելավված մուտքի համար։,此路線將在LAX/Metro Transit Center車站開放時（日期待公告），將西端終點從LAX City Bus Center遷移至LAX/Metro Transit Center，並經由Airport Bl進行新路線行駛。,改善前往LAX地區以及新C和K軌道路線的交通。,이 노선은 LAX/Metro Transit Center가 개통되는 시점(날짜는 추후 발표)에 기존 서쪽 종점을 LAX City Bus Center에서 LAX/Metro Transit Center로 변경하고 Airport Bl를 경유하는 새로운 노선으로 운행하게 됩니다.,LAX 지역과 새로운 C Line 및 K Line의 접근성이 개선되었습니다.,この駅のオープンに合わせ (日付未定)、この路線は西ターミナル駅をLAX City Bus CenterからLAX/Metro Transit Centerに移転し、Airport Blを経由する新しいルートになります。,LAXエリアと新しいC路線、K路線へのアクセスを向上させるため。,На этой линии конечная станция в западном направлении будет перемещена из городского автобусного центра LAX в LAX/Metro Transit Centerпосле его открытия (дата будет объявлена дополнительно) с новым маршрутом через Airport Bl.,Для улучшения доступа к району LAX и новым железнодорожным линиям C и K.,Line này sẽ di dời điểm cuối phía tây từ LAX City Bus Center đến LAX/Metro Transit Center khi nhà ga này mở cửa (ngày mở cửa sẽ được thông báo sau) với lộ trình mới qua Sân bay Bl.,Để cải thiện khả năng tiếp cận khu vực LAX và tuyến đường sắt C và K mới.
120,120 TT_12-15-24.pdf,,"Service will be extended from Aviation/LAX Station to LAX City Bus Center (and will move to new LAX/Metro Transit Center when that opens, date to be announced). Adjusted Weekday, Saturday, Sunday schedules.",For improved access to the LAX area and new C and K rail lines. Improved reliability better reflecting actual travel times,"El servicio se extenderá desde la estación Aviation/LAX hasta el centro de autobuses LAX City Bus Center (y se trasladará al nuevo LAX/Metro Transit Center cuando se inaugure, fecha a anunciarse). Horarios ajustados de los días laborables, sábados y domingos.",Para mejor acceso al área de LAX y nuevas líneas ferroviarias C y K. Mayor confiabilidad que refleje mejor los tiempos de viaje reales,"Ծառայությունը կերկարաձգվի Aviation/LAX կայարանից մինչև LAX City Bus Center (և կտեղափոխվի նոր LAX/Metro Transit Center, երբ այն բացվի, ամսաթիվը կհայտարարվի)։ Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։",LAX տարածք և նոր C և K երկաթուղային գծերի բարելավված մուտքի համար։ Բարելավված հուսալիություն՝ ավելի լավ արտացոլելու ճամփորդության իրական ժամանակները,服務將從Aviation/LAX Station延伸至LAX City Bus Center（並將在新LAX/Metro Transit Center啟用時移至該處，啟用日期將另行公告）。已調整工作日、週六、週日時間表。,改善前往LAX地區以及新C和K軌道路線的交通。提高可靠性，更能反映實際行程時間,"Aviation/LAX Station에서 LAX City Bus Center까지 서비스를 확장합니다(새로운 LAX/Metro Transit Center로 개통 시 이전 예정, 날짜는 추후 공지). 평일, 토요일, 일요일 일정이 조정되었습니다.",LAX 지역과 새로운 C Line 및 K Line의 접근성이 개선되었습니다. 실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,サービスはAviation/LAX StationからLAX City Bus Centerまで延長されます (新しいLAX/Metro Transit Centerがオープンされ次第、日付は発表されます)。平日土日スケジュールを調整しました。,LAXエリアと新しいC路線、K路線へのアクセスを向上させるため。実際の移動時間をより適切に反映し、信頼性を向上させました,"Движение будет продлено от станции Aviation/LAX до городского автобусного центра LAX (и переместится в новый LAX/Metro Transit Center, когда он откроется, дата будет объявлена). Уточненное расписание на субботу, воскресенье и будние дни.",Для улучшения доступа к району LAX и новым железнодорожным линиям C и K. Повышение надежности и более точное отражение фактического времени в пути,"Dịch vụ sẽ được mở rộng từ Aviation/LAX Station đến LAX City Bus Center (và sẽ chuyển sang LAX/Metro Transit Center khi trung tâm này mở cửa, ngày mở cửa sẽ được thông báo sau). Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy, Chủ Nhật",Để cải thiện khả năng tiếp cận khu vực LAX và tuyến đường sắt C và K mới. Đã cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
125,125_ TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales,"Ճշգրտվել են շաբաթվա, շաբաթ և կիրակի օրերի գրաֆիկները",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
128,128_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales,Ճշգրտվել է աշխատանքային օրերի գրաֆիկը։,Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
134,134_TT_12-15-24.pdf,,Adjusted Saturday and Sunday schedules,For improved reliability better reflecting actual travel times,Horario ajustado de los sábados y domingos,Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales,Ճշգրտվել են շաբաթ և կիրակի օրերի ժամանակացույցները։,Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,週六、週日班次有所調整,以提高可靠性，更有效反映實際行程時間,"토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на субботу и воскресенье,Для повышения надежности и более точного отражения фактического времени в пути,Điều chỉnh lịch trình Thứ Bảy và Chủ Nhật.,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
150,150_TT_12-15-24.pdf,,Adjusted Weekday schedule. Added trip weekdays in busiest period and adjusted overall service in line with ridership.,For improved reliability better reflecting actual travel times. Added trip to accomodate more riders and reallocated savings to other improvements.,Horario ajustado de los días laborables. Se agregaron viajes los días laborables en el período de mayor actividad y se ajustó el servicio general en línea con la cantidad de pasajeros.,Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales. Se agregó un viaje para acomodar a más pasajeros y se reasignaron los ahorros a otras mejoras.,"Ճշգրտվել է աշխատանքային օրերի գրաֆիկը։ Ավելացվել են ուղևորություններ աշխատանքային օրերի ամենածանրաբեռնված ժամանակաշրջանում, և ճշգրտվել է ընդհանուր սպասարկումը՝ ուղևորների քանակին համապատասխան։","Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները Ավելացվել է ուղևորություն՝ ավելի շատ ուղևորների տեղավորելու համար, և խնայողությունները վերաբաշխվել են այլ բարելավումների համար։",已調整工作日時間表。工作日時段增加班次以應對高峰期，並根據乘客量調整整體服務。,以提高可靠性，更有效反映實際行程時間。新增班次以容納更多乘客，並將節省的資源重新分配至其他改善項目。,평일 일정이 조정되었습니다. 가장 혼잡한 기간에 평일 운행을 추가하고 승객 수에 맞춰 전체 서비스를 조정했습니다.,실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 더 많은 승객을 수용하기 위해 운행을 추가하고 비용 절감액을 다른 개선 사항에 재배치했습니다.,平日スケジュールを調整しました。最も混雑する時間帯に平日の運行を追加し、乗客数に合わせて全体的なサービスを調整しました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。より多くの乗客数に対応するため運行を追加し、節約時間をその他の改善に再配分しました。,Уточненное расписание на будние дни. Добавлены рейсы по будням в наиболее загруженный период и отрегулировано обслуживание с учетом пассажиропотока.,"Для повышения надежности и более точного отражения фактического времени в пути. Добавлен рейс для перевозки большего количества пассажиров, сэкономленные средства будут направлены на другие улучшения.",Đã điều chỉnh lịch trình Các Ngày Trong Tuần. Đã tăng thêm chuyến đi vào các ngày trong tuần trong thời gian đông khách nhất và điều chỉnh dịch vụ tổng thể phù hợp với lượng hành khách.,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Đã tăng thêm chuyến đi để phục vụ nhiều hành khách hơn và phân bổ lại khoản tiết kiệm cho các hoạt động cải tiến khác.
152,,,New weekday peak period bus lanes on Roscoe Bl.,For improved reliability and reduced travel times,Nuevos carriles para autobuses en los días laborables en el período pico en Roscoe Bl.,Para una mayor confiabilidad y tiempos de viaje reducidos,Աշխատանքային օրերի պիկ ժամանակաշրջանի ավտոբուսների նոր ուղիներ Roscoe Blvd-ում։,Բարելավված հուսալիության և ուղևորության ժամանակի կրճատման համար,Roscoe Bl新增工作日尖峰時段公車專用道。,以提升可靠性並縮短行程時間,Roscoe Bl에 새로운 평일 혼잡 시간대 버스 노선이 생겼습니다.,신뢰성 개선 및 이동 시간 단축을 위한 조치,Roscoe Blに平日ピーク時間帯のバス専用車線を新設しました。,信頼性の向上と移動時間の短縮のため,Новые полосы для автобусов на Roscoe Bl в пиковые часы по будним дням.,Для повышения надежности и сокращения времени в пути,Làn đường xe buýt mới vào giờ cao điểm trong tuần trên Roscoe Bl.,Để cải thiện độ tin cậy và giảm thời gian di chuyển
161,161_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos",Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
164,164_TT_12-15-24.pdf,,Adjusted trips weekdays in line with ridership including trip added during busiest period.,To accomodate extra passengers and reallocate savings to other improvements.,"Viajes ajustados los días laborables en línea con la cantidad de pasajeros, incluido el viaje agregado durante el período de mayor actividad.",Para acomodar pasajeros adicionales y reasignar los ahorros a otras mejoras.,Աշխատանքային օրերին ուղևորությունների թիվը ճշգրտվել է ուղևորահոսքին համապատասխան՝ ներառյալ ամենածանրաբեռնված ժամանակահատվածում ավելացված ուղևորությունները:,Լրացուցիչ ուղևորներ տեղավորելու և խնայողությունները այլ բարելավումների համար հատկացնելու համար:,根據客流量調整工作日的行程，包括在最繁忙時段新增的行程。,以容納更多乘客，並將節省的資金重新分配用於其他改進。,가장 혼잡한 기간 동안 추가된 운행을 포함하여 승객 수에 맞춰 평일 운행이 조정되었습니다.,더 많은 승객을 수용하고 절감액을 다른 개선 사항에 재배치하기 위한 조치입니다.,最も混雑する時間帯に追加される運行を含め、乗客数に応じて平日の運行を調整しました。,追加の乗客数に対応し、節約時間をその他の改善に再配分するため。,"Отрегулированы рейсы по будням с учетом пассажиропотока, включая дополнительные рейсы в наиболее загруженный период.","Для перевозки большего количества пассажиров, сэкономленные средства будут направлены на другие улучшения.","Đã điều chỉnh các chuyến đi vào các ngày trong tuần theo lượng hành khách, bao gồm cả chuyến đi được thêm vào trong thời gian đông khách nhất.",Để có thể phục vụ thêm hành khách và phân bổ khoản tiết kiệm cho các hoạt động cải tiến khác.
165,165_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Adjusted trips weekdays in line with ridership including trip added during busiest period.",For improved reliability better reflecting actual travel times. To accomodate extra passengers and reallocate savings to other improvements.,"Horario ajustado de los días laborables, sábados y domingos. Viajes ajustados los días laborables en línea con la cantidad de pasajeros, incluido el viaje agregado durante el período de mayor actividad.",Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales. Para acomodar pasajeros adicionales y reasignar los ahorros a otras mejoras.,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները Աշխատանքային օրերին ուղևորությունների թիվը ճշգրտվել է ուղևորահոսքին համապատասխան՝ ներառյալ ամենածանրաբեռնված ժամանակահատվածում ավելացված ուղևորությունները:",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները։ Լրացուցիչ ուղևորներ տեղավորելու և խնայողությունները այլ բարելավումների համար հատկացնելու համար:,已調整工作日、週六和週日時間表。根據客流量調整工作日的行程，包括在最繁忙時段新增的行程。,以提高可靠性，更有效反映實際行程時間。以容納更多乘客，並將節省的資金重新分配用於其他改進。,"평일, 토요일, 일요일 일정이 조정되었습니다. 가장 혼잡한 기간 동안 추가된 운행을 포함하여 승객 수에 맞춰 평일 운행이 조정되었습니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 더 많은 승객을 수용하고 절감액을 다른 개선 사항에 재배치하기 위한 조치입니다.,平日土日スケジュールを調整しました。最も混雑する時間帯に追加される運行を含め、乗客数に応じて平日の運行を調整しました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。追加の乗客数に対応し、節約時間をその他の改善に再配分するため。,"Уточненное расписание на субботу, воскресенье и будние дни. Отрегулированы рейсы по будням с учетом пассажиропотока, включая дополнительные рейсы в наиболее загруженный период.","Для повышения надежности и более точного отражения фактического времени в пути. Для перевозки большего количества пассажиров, сэкономленные средства будут направлены на другие улучшения.","Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Đã điều chỉnh các chuyến đi vào các ngày trong tuần theo lượng hành khách, bao gồm cả chuyến đi được thêm vào trong thời gian đông khách nhất.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Để có thể phục vụ thêm hành khách và phân bổ khoản tiết kiệm cho các hoạt động cải tiến khác.
166,166_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horarios ajustados de los días laborables, sábados y domingos",Para una mayor confiabilidad que refleje mejor los tiempos de viaje reales,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
