line,schedule,map,en-update,en-reason,es-update,es-reason,hy-update,hy-reason,zh-tw-update,zh-tw-reason,ko-update,ko-reason,ja-update,ja-reason,ru-update,ru-reason,vi-update,vi-reason
256,,,"Metro Line 256 will become Pasadena Transit Line 33. Service frequency will be improved from every 50 to every 35 minutes weekdays, Saturdays, and Sundays. The existing alignment, operating hours & stops will continue.",Integrated into the local Pasadena Transit network.,"La línea 256 de Metro se convertirá en la línea 33 de Pasadena Transit. La frecuencia del servicio se mejorará de cada 50 a cada 35 minutos los días laborables, sábados y domingos. La alineación, los horarios de funcionamiento y las paradas existentes continuarán.",Integrado en la red local de tránsito de Pasadena.,"151Metro Line 256-ը կդառնա Pasadena Transit Line 33: Ծառայությունների հաճախականությունը կբարելավվի յուրաքանչյուր 50-ից մինչև յուրաքանչյուր 35 րոպե աշխատանքային օրերին, շաբաթ և կիրակի օրերին: Ներկայիս երթևեկության ռեժիմը, բացման ժամերը և կանգառները կմնան նույնը:",Ինտեգրված է տեղական Pasadena-ի տարանցիկ ցանցին։,Metro Line 256將改為Pasadena Transit Line 33。工作日、星期六和星期日的服務班次將從每50分鐘一班提升至每35分鐘一班。現有路線、營運時間及停靠站將繼續維持不變。,整合進入當地的Pasadena Transit網路。,"Metro Line 256은 Pasadena Transit Line 33이 됩니다. 평일, 토요일, 일요일에는 운행 배차 간격을 50분에서 35분으로 개선합니다. 기존 정렬, 운영 시간 및 정류장은 계속됩니다.",지역 Pasadena Transit 네트워크에 통합되었습니다.,Metro Line 256はPasadena Transit Line 33になります。平日土日の運行頻度が50分間隔から35分間隔に向上されます。既存の路線、運行時間、停車駅は継続されます。,現地のPasadena Transitネットワークに統合されました。,"Линия Metro Line 256 станет линией Pasadena Transit Line 33. Частота поездок будет увеличена с 50 до 35 минут по будням, субботам и воскресеньям. Существующее расположение, часы работы и остановки останутся без изменений.",Интегрировано в местную сеть Pasadena Transit.,"Metro Line 256 sẽ trở thành Pasadena Transit Line 33. Tần suất dịch vụ sẽ được cải thiện từ 50 phút một chuyến lên 35 phút một chuyến vào các ngày trong tuần, Thứ Bảy và Chủ Nhật. Vẫn giữ nguyên lộ trình, giờ hoạt động & các điểm dừng.",Được tích hợp vào mạng lưới Pasadena Transit địa phương.
260,260-261_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Every second trip on Line 260 weekdays and weekends between Pasadena and South Gate via Atlantic Bl will be extended via Imperial Highway to serve the key regional destination of Willowbrook/Rosa Parks A & C Line Station. The other existing Line 260 trips between Pasadena and Artesia Station via Atlantic Bl will be maintained but renumbered Line 261. Passengers riding Line 260 currently on Fair Oaks Av Atlantic Bl between Pasadena and Imperial Highway may use either Line 260 or 261.",For improved reliability better reflecting actual travel times and for improved regional connectivity.,"Horario ajustado de los días laborables, sábados y domingos. Cada segundo viaje de la Línea 260 entre semana y los fines de semana entre Pasadena y South Gate por Atlantic Bl se extenderá por Imperial Highway para servir al destino regional clave de la estación Willowbrook/Rosa Parks de las líneas A y C de Metro. Los otros viajes existentes de la Línea 260 entre Pasadena y la estación Artesia por Atlantic Bl se mantendrán, pero se renumerarán como Línea 261. Los pasajeros que viajan actualmente en la Línea 260 en Fair Oaks Av Atlantic Bl entre Pasadena e Imperial Highway pueden usar la Línea 260 o la 261.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales y mejorar la conectividad regional.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Ամեն երկրորդ ուղևորությունը Line 260-ով աշխատանքային օրերին և հանգստյան օրերին Pasadena-ի և South Gat-ի միջև Atlantic Bl-ով կերկարաձգվի՝ անցնելով Imperial Highway-ով՝ սպասարկելու Willowbrook/Rosa Parks A և C Line-երի կայարանի հիմնական տարածքային նպատակակետը։ Line 260-ի մյուս երթուղիները Pasadena -ի և Artesia կայարանի միջև Atlantic Bl-ով կպահպանվեն, բայց կվերահամարակալվեն Line 261։ Pasadena-ի և Imperial Highway-ի միջև գտնվող Fair Oaks Av Atlantic Bl-ով Line 260 ունեցող ուղևորները կարող են օգտվել Line 260 կամ 261-ից։","Բարելավված հուսալիության համար, որն ավելի լավ է արտացոլում ճամփորդության իրական ժամանակները և բարելավված տարածաշրջանային կապը:",已調整工作日、週六和週日時間表。工作日和週末在Pasadena和South Gate之間經由Atlantic Bl的Line 260，每兩班車中的一班將延伸經由Imperial Highway，服務重要的區域目的地Willowbrook/Rosa Parks Line A & C車站。其他現有Line 260，行駛於Pasadena和Artesia Station之間，經由Atlantic Bl，將維持運行，但重新編號為Line 261。目前在Fair Oaks Av Atlantic Bl之間搭乘260路的乘客，可選擇搭乘Line 260或261。,以提高可靠性，更準確地反映實際行程時間，並改善區域連接性。,"평일, 토요일, 일요일 일정이 조정되었습니다. 평일과 주말에 Atlantic Bl를 경유해 Pasadena와 South Gate 사이를 운행하는 Line 260의 두 번째 배차는 Imperial Highway를 따라 연장되어 Willowbrook/Rosa Parks A 및 C Line Station의 주요 지역 거점까지 운행됩니다. Atlantic Bl를 경유해 Pasadena Station과 Artesia Station 사이를 연결하는 다른 기존 Line 260 운행은 유지되지만 Line 261로 번호가 변경됩니다. 현재 Pasadena와 Imperial Highway 사이의 Fair Oaks Av Atlantic Bl에서 Line 260을 이용하는 승객은 Line 260이나 Line 261을 이용할 수 있습니다.",실제 이동 시간을 더 정확히 반영하고 지역 연계성을 개선하여 신뢰성을 개선합니다.,"平日土日スケジュールを調整しました。Pasadena/South Gate間 (Atlantic Bl経由) のLine 260の平日と週末の2便ごとの運行はImperial Highway経由で延長され、地域の主要目的地であるWillowbrook/Rosa ParksのA Line StationとC Line Stationまで運行されます。Pasadena/Artesia Station (Atlantic Bl経由) の他の既存のLine 260の運行は維持されますが、Line 261に番号が変更されます。現在、Pasadena/Imperial Highway間のFair Oaks Av, Atlantic BlでLine 260に乗車している利用者は、Line 260またはLine 261のいずれかを使用できます。",実際の移動時間をより適切に反映して信頼性を向上させ、地域の接続性を改善するため。,"Уточненное расписание на субботу, воскресенье и будние дни. Каждый второй рейс Line 260 в будние и выходные дни между Pasadena и South Gate через Atlantic Bl будет продлен через Imperial Highway для обслуживания ключевого регионального пункта назначения — станции линий Line A и Line C Willowbrook / Rosa Parks Station. Другие существующие рейсы Line 260 между станциями Pasadena и Artesia Station через Atlantic Bl сохранятся, но будут переименованы на Line 261. Пассажиры, которые в настоящее время ездят по маршруту Line 260 по Fair Oaks Av Atlantic Bl между Pasadena и Imperial Highway могут пользоваться линией Line 260 или 261.","Для повышения надежности, более точного отражения фактического времени в пути и улучшения согласованности расписания внутри региона.","Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Mỗi chuyến đi thứ hai trên Line 260 vào các ngày trong tuần và cuối tuần giữa Pasadena và South Gate qua Atlantic Bl sẽ được kéo dài qua Imperial Highway để phục vụ điểm đến quan trọng trong khu vực là Willowbrook/Rosa Parks A & C Line Station. Các chuyến đi hiện có khác trên Line 260 giữa Pasadena và Artesia Station qua Atlantic Bl sẽ được duy trì nhưng đổi tên thành Line 261. Hành khách đi Line 260 hiện đang đi trên Fair Oaks Av Atlantic Bl giữa Pasadena và Imperial Highway có thể sử dụng Line 260 hoặc 261.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế và cải thiện khả năng kết nối khu vực.
265,265_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. Slight reduction in weekday trips in line with ridership.",For improved reliability better reflecting actual travel times. Savings reallocated to other improvements.,"Horarios ajustados de los días laborables, sábados y domingos. Ligera reducción en los viajes de los días laborables en línea con la cantidad de pasajeros.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales. Ahorros reasignados a otras mejoras.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել ճամփորդության իրական ժամանակները։ Խնայողությունները վերաբաշխված են այլ բարելավումների համար:,已調整工作日、週六和週日時間表。根據客流量，工作日行程略有減少。,以提高可靠性，更有效反映實際行程時間。節省的資金重新分配給其他改進。,"평일, 토요일, 일요일 일정이 조정되었습니다. 승객 수에 맞춰 평일 운행을 소폭 줄입니다.",실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다. 절감액을 다른 개선 사항에 재배치했습니다.,平日土日スケジュールを調整しました。乗客数に応じ、平日の運行を少し減らしました。,信頼性を向上させるため、実際の移動時間をより適切に反映させます。節約時間は他の改善に再配分されました。,"Уточненное расписание на субботу, воскресенье и будние дни. Незначительное сокращение рейсов в будние дни с учетом пассажиропотока.",Для повышения надежности и более точного отражения фактического времени в пути. Сэкономленные средства были использованы на другие улучшения.,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Giảm nhẹ số chuyến đi vào các ngày trong tuần tùy theo lượng hành khách.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế. Khoản tiết kiệm được phân bổ lại cho các hoạt động cải tiến khác.
266,266_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horarios ajustados de los días laborables, sábados y domingos","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
287,287_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
294,294_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
460,460_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
501,501_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
601,601_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules plus added round trip weeknights.",For improved reliability better reflecting actual travel times and to improve connections with G Line 901.,"Se ajustaron los horarios de los días laborables, sábados y domingos y se agregaron viajes de ida y vuelta durante la semana.","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales y mejorar las conexiones con la línea G 901.","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները, իսկ աշխատանքային օրերին՝ երեկոյան, ավելացվել են երկկողմանի ուղևորություններ։",Բարելավված հուսալիության համար ավելի լավ են արտացոլվել իրական ճամփորդության ժամանակները և բարելավել կապերը G Line 901-ով։,調整工作日、週六及週日的時刻表，並增加工作日晚間的往返班次。,為了提高可靠性，更準確地反映實際行程時間，並改善與G Line 901的接駁。,"평일, 토요일, 일요일 일정이 조정되고 평일 왕복 운행이 추가되었습니다.",실제 이동 시간을 더 잘 반영하고 G Line 901과의 연결을 개선하기 위해 신뢰성을 개선했습니다.,平日土日のスケジュールの調整に加え、平日夜の往復便を追加しました。,実際の移動時間をより適切に反映して信頼性を向上させ、G Line 901との接続性を改善します。,"Уточненное расписание на субботу, воскресенье и будние дни, а также добавлены вечерние рейсы туда и обратно в будние дни.","Для повышения надежности, более точного отражения фактического времени в пути и улучшения согласованности расписания с рейсами линии Line G 901.","Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật và tăng thêm các chuyến khứ hồi vào các buổi tối trong tuần.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế và cải thiện khả năng kết nối với G Line 901.
602,602_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
603,603_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules",For improved reliability better reflecting actual travel times,"Horario ajustado de los días laborables, sábados y domingos","Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales","Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները",Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日、週六和週日時間表,以提高可靠性，更有效反映實際行程時間,"평일, 토요일, 일요일 일정 조정",실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日土日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,"Уточненное расписание на субботу, воскресенье и будние дни",Для повышения надежности и более точного отражения фактического времени в пути,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
605,605_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
617,617_TT_12-15-24.pdf,,Adjusted Weekday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los días laborables,"Para mejorar la confiabilidad, reflejar mejor los tiempos de viaje reales",Ճշգրտվել է աշխատանքային օրերի գրաֆիկը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,已調整工作日時間表,以提高可靠性，更有效反映實際行程時間,평일 일정 조정,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,平日スケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на будние дни,Для повышения надежности и более точного отражения фактического времени в пути,Đã điều chỉnh lịch trình Các Ngày Trong Tuần,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
662,,,Line 662 counter-clockwise direction will be modified slightly in downtown Pasadena to connect with other services on Fair Oaks Av and avoid delays .,Avoid delays and improve connections for passengers.,La línea 662 en sentido antihorario se modificará ligeramente en el centro de Pasadena para conectarse con otros servicios en Fair Oaks Av y evitar demoras.,Evitar demoras y mejorar las conexiones para los pasajeros.,Line 662-ը ժամսլաքի հակառակ ուղղությամբ փոքր-ինչ կփոփոխվի Pasadena-ի կենտրոն՝ Fair Oaks Av-ի այլ ծառայությունների հետ կապվելու և ուշացումներից խուսափելու համար։,Խուսափելու համար ուշացումներից և բարելավելու համաև ուղևորության կապերը։,Line 662逆時針方向將在Pasadena市中心稍作調整，以便在Fair Oaks Av與其他服務銜接，並避免延誤。,避免延誤並改善乘客的轉乘銜接。,Pasadena 도심에서 Fair Oaks Av의 다른 서비스와 연결하고 지연를 방지하기 위해 Line 662의 반시계 방향 경로가 약간 수정됩니다.,승객을 위한 지연을 방지하고 연계성을 개선합니다.,Line 662の反時計回りの便はFair Oaks Avの他のサービスと接続して遅延を回避するため、downtown Pasadenaで若干変更されます。,遅延を回避し、乗客の接続性を向上させます。,"Направление против часовой стрелки на Line 662 будет немного изменено в downtown Pasadena, чтобы соединить ее с другими маршрутами на Fair Oaks Av и избежать задержек.",Для сокращения задержек и улучшения согласованности расписания для пассажиров.,Line 662 theo hướng ngược chiều kim đồng hồ sẽ được điều chỉnh đôi chút ở downtown Pasadena để kết nối với các dịch vụ khác trên Fair Oaks Av và tránh tình trạng chậm trễ.,Tránh tình trạng chậm trễ và cải thiện kết nối cho hành khách.
665,665_TT_12-15-24.pdf,,Improved weekday service frequency 35 minute weekdays instead of 50 minute,To reduce wait times for passengers,Frecuencia de servicio mejorada de los días laborables: 35 minutos en lugar de 50 minutos,Para reducir los tiempos de espera de los pasajeros,Ծառայության բարելավված հաճախականությունը աշխատանքային օրերին՝ 35 րոպե աշխատանքային օրերին 50 րոպեի փոխարեն,Ուղևորների սպասման ժամանակը նվազեցնելու համար,工作日服務頻率提升，從50分鐘一班縮短至35分鐘一班,為了縮短乘客的等候時間,평일 운행 배차 간격을 50분에서 35분으로 개선,승객의 대기 시간을 줄이기 위한 조치,平日の50分間隔から35分間隔に変更し、平日のサービス頻度を向上,乗客の待ち時間を減らすため,Сокращение промежутка между рейсами по будням до 35 минут вместо 50 минут,Для сокращения времени ожидания для пассажиров,Cải thiện tần suất dịch vụ trong ngày thường 35 phút thay vì 50 phút,Để giảm thời gian chờ đợi cho hành khách
754,754_TT_12-15-24.pdf,,Adjusted Saturday schedule,For improved reliability better reflecting actual travel times,Horario ajustado de los sábados,Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales,Ճշգրտվել է շաբաթ օրվա ժամանակացույցը,Բարելավված հուսալիության համար՝ ավելի լավ արտացոլելով ճամփորդության իրական ժամանակները,調整後的週六時刻表,以提高可靠性，更有效反映實際行程時間,토요일 일정 조정됨,실제 이동 시간을 더 정확히 반영하여 신뢰성 개선,土曜のスケジュールの調整,信頼性を向上させるため、実際の移動時間をより適切に反映,Уточненное расписание на субботу,Для повышения надежности и более точного отражения фактического времени в пути,Điều chỉnh lịch trình Thứ Bảy,Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế
901,901_TT_12-15-24.pdf,,"Adjusted Weekday, Saturday and Sunday schedules. From a date to be announced in January 2025, Line 901 will detour between the Sepulveda and Woodman Stations via Sepulveda Bl and Oxnard St with bus stops at Oxnard St/Van Nuys corner in place of the Van Nuys Station that will be closed for rebuilding along with a new grade separation for the G Line over Van Nuys Bl.",For improved reliability better reflecting actual travel times during the detouring for the construction of the new Van Nuys Station and grade separation.,"Horario ajustado de los días laborables, sábados y domingos. A partir de una fecha que se anunciará en enero de 2025, la línea 901 se desviará entre las estaciones Sepulveda y Woodman a través de Sepulveda Bl y Oxnard St con paradas de autobús en la esquina Oxnard St/Van Nuys en lugar de la estación Van Nuys que estará cerrada por reconstrucción junto con un nuevo desnivel para Metro G Line sobre Van Nuys Bl.",Para mejorar la confiabilidad y reflejar mejor los tiempos de viaje reales durante el desvío para la construcción de la nueva estación Van Nuys y el paso a nivel.,"Ճշգրտվել են աշխատանքային օրերի, շաբաթ և կիրակի օրերի ժամանակացույցները։ 2025 թվականի հունվարին հայտարարված օրվանից Line 901-ը կշրջանցի Sepulveda և Woodman կայարանների միջև Sepulveda Bl-ով և Oxnard St-ով ավտոբուսի կանգառներով Oxnard St/Van Nuys անկյունում՝ Van Nuys կայարանի տեղում, որը կփակվի վերակառուցման համար՝ G Line-ի նոր տարանջատմամբ Van Nuys Bl-ի միջոցով։",Հուսալիությունը բարելավելու համար ավելի ճշգրիտ են արտացոլվել ճամփորդության իրական ժամանակները Van Nuys կայարանի շինարարության նոր շրջանցման և դասակարգման տարանջատման ընթացքում։,已調整工作日、週六和週日時間表。自2025年1月起（確切日期待公告），Line 901將在Sepulveda站和Woodman站之間繞行，經由Sepulveda Bl和Oxnard St，並在Oxnard St與Van Nuys街角設置公車站，以取代因重建而關閉的Van Nuys站，同時Line G將在Van Nuys大道上方進行新建立交橋工程。,為了提高可靠性，更準確地反映在繞道建設新Van Nuys車站和立交橋期間的實際行駛時間。,"평일, 토요일, 일요일 일정이 조정되었습니다. 2025년 1월에 발표될 날짜부터 Line 901은 Sepulveda Bl 및 Oxnard St를 경유해 Sepulveda Station 및 Woodman Station 사이를 우회하는 경로로 운행하며, Van Nuys Station 대신 Oxnard St/Van Nuys 교차로에 새로운 버스 정류장이 설치됩니다. 이는 Van Nuys Station이 재건축 및 G Line의 Van Nuys Bl 구간 입체 교차로 공사를 위해 폐쇄되기 때문입니다.",새로운 Van Nuys 역 건설을 위한 우회 및 평면 분리 시 실제 이동 시간을 더 정확히 반영하여 신뢰성을 개선합니다.,平日土日スケジュールを調整しました。2025年1月に発表される予定日より、Line 901はSepulveda Station/Woodman Station間 (Sepulveda BlおよびOxnard St経由) を迂回することになり、Van Nuys Bl上を新しく立体交差するG Lineと併せた立て替えのために閉鎖されるVan Nuys Stationの代わりに、Oxnard St/Van Nuysの一角にバス停が設置されます。,新しいVan Nuys Stationと立体交差の建設に伴う迂回時の実際の移動時間をより適切に反映し、信頼性を向上させるため。,"Уточненное расписание на субботу, воскресенье и будние дни. С даты, которая будет объявлена в январе 2025 года, на линии Line 901 будет организован объезд между станциями Sepulveda Station и Woodman Station через Sepulveda Bl и Oxnard St с автобусными остановками на углу Oxnard St / Van Nuys вместо станции Van Nuys Station, которая будет закрыта на реконструкцию вместе с новым разделением уровней для линии Line G через Van Nuys Bl.",Для повышения надежности и улучшенного отражения фактического времени в пути во время объезда в связи со строительством новой станции Van Nuys Station и разделением уровней.,"Đã điều chỉnh lịch trình Các Ngày Trong Tuần, Thứ Bảy và Chủ Nhật. Kể từ ngày sẽ được công bố vào tháng 1 năm 2025, Line 901 sẽ đi vòng giữa Sepulveda Station và Woodman Station qua Sepulveda Bl và Oxnard St với các điểm dừng xe buýt tại góc Oxnard St/Van Nuys thay cho Van Nuys Station sẽ đóng cửa để xây dựng lại cùng với việc phân cấp mới cho G Line qua Van Nuys Bl.",Để cải thiện độ tin cậy nhằm phù hợp hơn với thời gian di chuyển thực tế trong quá trình điều chỉnh lộ trình để xây dựng Van Nuys Station mới và phân cấp.
910,910_TT _12-15-24.pdf,,Added extra trips Saturday/Sunday early AM. Slight reduction in weekday trips in line with ridership.,To accomodate extra passengers and reallocate service hours for other improvements.,Se agregaron viajes adicionales los sábados y domingos temprano por la mañana. Ligera reducción en los viajes de los días laborables en línea con la cantidad de pasajeros.,Para acomodar pasajeros adicionales y reasignar horas de servicio para otras mejoras.,Ավելացվել են լրացուցիչ ուղևորություններ շաբաթ/կիրակի առավոտյան վաղ ժամերին։ Աշխատանքային օրերին ուղևորությունների թվի աննշան նվազում՝ ուղևորահոսքին համապատասխան։,Լրացուցիչ ուղևորներ տեղավորելու և խնայողությունները այլ բարելավումների համար հատկացնելու համար:,週六/週日凌晨加開班次。根據客流量，工作日行程略有減少。,以容納更多乘客，並重新分配服務時間以進行其他改進。,토요일/일요일 이른 오전 운행이 추가되었습니다. 승객 수에 맞춰 평일 운행을 소폭 줄입니다.,더 많은 승객을 수용하고 기타 개선 사항을 위해 서비스 시간을 재배치합니다.,土日早朝の運行を追加しました。乗客数に応じ、平日の運行を少し減らしました。,追加の乗客数に対応し、営業時間をその他の改善に再配分するため。,Добавлены дополнительные рейсы рано утром в субботу/воскресенье. Незначительное сокращение рейсов в будние дни с учетом пассажиропотока.,"Для перевозки большего количества пассажиров, сэкономленные часы обслуживания будут использованы для других улучшений.",Đã tăng thêm chuyến đi bổ sung vào sáng sớm Thứ Bảy/Chủ Nhật. Giảm nhẹ số chuyến đi vào các ngày trong tuần tùy theo lượng hành khách.,Để có thể phục vụ thêm hành khách và phân bổ giờ phục vụ cho các hoạt động cải tiến khác.